|dates|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|41.0|0|0.0|0|0.0|0
0|2020-05-15|43.0|0|0.0|0|0.0|0
0|2020-05-16|43.0|0|0.0|0|0.0|0
