|dates|Turner_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Turner_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Turner_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Turner_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Turner_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Turner_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|24.0|0|0.0|0|0.0|0
0|2020-05-28|24.0|0|0.0|0|0.0|0
0|2020-05-29|24.0|0|0.0|0|0.0|0
0|2020-05-30|24.0|0|0.0|0|0.0|0
