|dates|Clarke_Alabama_UnitedStates.JHU_ConfirmedCases.data|Clarke_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Clarke_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Clarke_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Clarke_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Clarke_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|74.0|0|2.0|0|0.0|0
0|2020-05-18|75.0|0|2.0|0|0.0|0
0|2020-05-19|81.0|0|2.0|0|0.0|0
0|2020-05-20|89.0|0|2.0|0|0.0|0
0|2020-05-21|91.0|0|2.0|0|0.0|0
0|2020-05-22|92.0|0|2.0|0|0.0|0
0|2020-05-23|92.0|0|2.0|0|0.0|0
