|dates|Greene_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Greene_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Greene_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|24.0|0|0.0|0|0.0|0
0|2020-05-18|24.0|0|0.0|0|0.0|0
0|2020-05-19|25.0|0|0.0|0|0.0|0
0|2020-05-20|29.0|0|0.0|0|0.0|0
0|2020-05-21|34.0|0|0.0|0|0.0|0
0|2020-05-22|42.0|0|0.0|0|0.0|0
0|2020-05-23|42.0|0|0.0|0|0.0|0
