|dates|McMinn_Tennessee_UnitedStates.JHU_ConfirmedCases.data|McMinn_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|McMinn_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|McMinn_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|McMinn_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|McMinn_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|136.0|0|14.0|0|0.0|0
0|2020-05-28|136.0|0|14.0|0|0.0|0
0|2020-05-29|136.0|0|14.0|0|0.0|0
0|2020-05-30|136.0|0|14.0|0|0.0|0
