|dates|Ouachita_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Ouachita_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Ouachita_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Ouachita_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Ouachita_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Ouachita_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|10.0|0|0.0|0|0.0|0
0|2020-05-25|10.0|0|0.0|0|0.0|0
0|2020-05-26|10.0|0|0.0|0|0.0|0
