|dates|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Brunswick_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|55.0|0|2.0|0|0.0|0
0|2020-05-18|58.0|0|2.0|0|0.0|0
0|2020-05-19|58.0|0|2.0|0|0.0|0
0|2020-05-20|62.0|0|2.0|0|0.0|0
0|2020-05-21|62.0|0|2.0|0|0.0|0
0|2020-05-22|68.0|0|2.0|0|0.0|0
0|2020-05-23|68.0|0|2.0|0|0.0|0
