|dates|Logan_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Logan_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Logan_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
