|dates|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|686.0|0|23.0|0|0.0|0
0|2020-05-18|693.0|0|25.0|0|0.0|0
0|2020-05-19|713.0|0|25.0|0|0.0|0
0|2020-05-20|724.0|0|28.0|0|0.0|0
0|2020-05-21|740.0|0|28.0|0|0.0|0
0|2020-05-22|761.0|0|29.0|0|0.0|0
0|2020-05-23|761.0|0|29.0|0|0.0|0
