|dates|Caroline_Virginia_UnitedStates.JHU_ConfirmedCases.data|Caroline_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Caroline_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Caroline_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Caroline_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Caroline_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|42.0|0|2.0|0|0.0|0
0|2020-05-18|42.0|0|2.0|0|0.0|0
0|2020-05-19|44.0|0|2.0|0|0.0|0
0|2020-05-20|45.0|0|2.0|0|0.0|0
0|2020-05-21|45.0|0|2.0|0|0.0|0
0|2020-05-22|45.0|0|2.0|0|0.0|0
0|2020-05-23|45.0|0|2.0|0|0.0|0
