|dates|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedCases.data|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Pittsylvania_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|35.0|0|1.0|0|0.0|0
0|2020-05-28|35.0|0|1.0|0|0.0|0
0|2020-05-29|35.0|0|1.0|0|0.0|0
0|2020-05-30|35.0|0|1.0|0|0.0|0
