|dates|Cass_Missouri_UnitedStates.JHU_ConfirmedCases.data|Cass_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Cass_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Cass_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Cass_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Cass_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|72.0|0|8.0|0|0.0|0
0|2020-05-18|72.0|0|8.0|0|0.0|0
0|2020-05-19|72.0|0|8.0|0|0.0|0
0|2020-05-20|74.0|0|8.0|0|0.0|0
0|2020-05-21|75.0|0|8.0|0|0.0|0
0|2020-05-22|77.0|0|8.0|0|0.0|0
0|2020-05-23|77.0|0|8.0|0|0.0|0
