|dates|Perry_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Perry_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Perry_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|19.0|0|0.0|0|0.0|0
0|2020-05-25|19.0|0|0.0|0|0.0|0
0|2020-05-26|19.0|0|0.0|0|0.0|0
