|dates|Morgan_Missouri_UnitedStates.JHU_ConfirmedCases.data|Morgan_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|9.0|0|0.0|0|0.0|0
0|2020-05-28|9.0|0|0.0|0|0.0|0
0|2020-05-29|9.0|0|0.0|0|0.0|0
0|2020-05-30|9.0|0|0.0|0|0.0|0
