|dates|Petersburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Petersburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Petersburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Petersburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Petersburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Petersburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|58.0|0|2.0|0|0.0|0
0|2020-05-18|60.0|0|2.0|0|0.0|0
0|2020-05-19|75.0|0|2.0|0|0.0|0
0|2020-05-20|80.0|0|2.0|0|0.0|0
0|2020-05-21|84.0|0|2.0|0|0.0|0
0|2020-05-22|84.0|0|2.0|0|0.0|0
0|2020-05-23|84.0|0|2.0|0|0.0|0
