|dates|Hale_Alabama_UnitedStates.JHU_ConfirmedCases.data|Hale_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Hale_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Hale_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Hale_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Hale_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|129.0|0|3.0|0|0.0|0
0|2020-05-25|132.0|0|4.0|0|0.0|0
0|2020-05-26|132.0|0|4.0|0|0.0|0
