|dates|Fountain_Indiana_UnitedStates.JHU_ConfirmedCases.data|Fountain_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Fountain_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Fountain_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Fountain_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Fountain_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|16.0|0|2.0|0|0.0|0
0|2020-05-15|16.0|0|2.0|0|0.0|0
0|2020-05-16|16.0|0|2.0|0|0.0|0
