|dates|Goochland_Virginia_UnitedStates.JHU_ConfirmedCases.data|Goochland_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Goochland_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Goochland_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Goochland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Goochland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|94.0|0|6.0|0|0.0|0
0|2020-05-28|94.0|0|6.0|0|0.0|0
0|2020-05-29|94.0|0|6.0|0|0.0|0
0|2020-05-30|94.0|0|6.0|0|0.0|0
