|dates|OutofKS_Kansas_UnitedStates.JHU_ConfirmedCases.data|OutofKS_Kansas_UnitedStates.JHU_ConfirmedCases.missing|OutofKS_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|OutofKS_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|OutofKS_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|OutofKS_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
