|dates|Henry_Indiana_UnitedStates.JHU_ConfirmedCases.data|Henry_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Henry_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|170.0|0|9.0|0|0.0|0
0|2020-05-28|170.0|0|9.0|0|0.0|0
0|2020-05-29|170.0|0|9.0|0|0.0|0
0|2020-05-30|170.0|0|9.0|0|0.0|0
