|dates|Jennings_Indiana_UnitedStates.JHU_ConfirmedCases.data|Jennings_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Jennings_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Jennings_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jennings_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jennings_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|116.0|0|4.0|0|0.0|0
0|2020-05-18|116.0|0|4.0|0|0.0|0
0|2020-05-19|117.0|0|4.0|0|0.0|0
0|2020-05-20|121.0|0|4.0|0|0.0|0
0|2020-05-21|123.0|0|4.0|0|0.0|0
0|2020-05-22|125.0|0|4.0|0|0.0|0
0|2020-05-23|125.0|0|4.0|0|0.0|0
