|dates|Yukon-Koyukuk_Alaska_UnitedStates.JHU_ConfirmedCases.data|Yukon-Koyukuk_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Yukon-Koyukuk_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Yukon-Koyukuk_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Yukon-Koyukuk_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Yukon-Koyukuk_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1.0|0|0.0|0|0.0|0
0|2020-05-15|1.0|0|0.0|0|0.0|0
0|2020-05-16|1.0|0|0.0|0|0.0|0
