|dates|Stephens_Georgia_UnitedStates.JHU_ConfirmedCases.data|Stephens_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Stephens_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Stephens_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Stephens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Stephens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|132.0|0|2.0|0|0.0|0
0|2020-05-28|132.0|0|2.0|0|0.0|0
0|2020-05-29|132.0|0|2.0|0|0.0|0
0|2020-05-30|132.0|0|2.0|0|0.0|0
