|dates|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|GrandForks_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|317.0|0|3.0|0|0.0|0
0|2020-05-18|317.0|0|3.0|0|0.0|0
0|2020-05-19|317.0|0|3.0|0|0.0|0
0|2020-05-20|319.0|0|3.0|0|0.0|0
0|2020-05-21|320.0|0|3.0|0|0.0|0
0|2020-05-22|320.0|0|3.0|0|0.0|0
0|2020-05-23|320.0|0|3.0|0|0.0|0
