|dates|Greenup_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Greenup_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Greenup_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Greenup_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Greenup_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Greenup_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|13.0|0|0.0|0|0.0|0
0|2020-05-15|13.0|0|0.0|0|0.0|0
0|2020-05-16|13.0|0|0.0|0|0.0|0
