|dates|Randolph_Illinois_UnitedStates.JHU_ConfirmedCases.data|Randolph_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Randolph_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Randolph_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Randolph_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Randolph_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|236.0|0|3.0|0|0.0|0
0|2020-05-18|237.0|0|3.0|0|0.0|0
0|2020-05-19|238.0|0|3.0|0|0.0|0
0|2020-05-20|246.0|0|3.0|0|0.0|0
0|2020-05-21|246.0|0|3.0|0|0.0|0
0|2020-05-22|251.0|0|3.0|0|0.0|0
0|2020-05-23|251.0|0|3.0|0|0.0|0
