|dates|Troup_Georgia_UnitedStates.JHU_ConfirmedCases.data|Troup_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Troup_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Troup_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Troup_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Troup_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|192.0|0|5.0|0|0.0|0
0|2020-05-15|195.0|0|6.0|0|0.0|0
0|2020-05-16|195.0|0|6.0|0|0.0|0
