|dates|Clay_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Clay_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Clay_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|75.0|0|3.0|0|0.0|0
0|2020-05-15|78.0|0|3.0|0|0.0|0
0|2020-05-16|78.0|0|3.0|0|0.0|0
