|dates|Caroline_Maryland_UnitedStates.JHU_ConfirmedCases.data|Caroline_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Caroline_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Caroline_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Caroline_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Caroline_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|191.0|0|0.0|0|0.0|0
0|2020-05-18|200.0|0|0.0|0|0.0|0
0|2020-05-19|208.0|0|0.0|0|0.0|0
0|2020-05-20|210.0|0|0.0|0|0.0|0
0|2020-05-21|216.0|0|0.0|0|0.0|0
0|2020-05-22|223.0|0|0.0|0|0.0|0
0|2020-05-23|223.0|0|0.0|0|0.0|0
