|dates|Bartow_Georgia_UnitedStates.JHU_ConfirmedCases.data|Bartow_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Bartow_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Bartow_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Bartow_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Bartow_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|458.0|0|38.0|0|0.0|0
0|2020-05-28|458.0|0|38.0|0|0.0|0
0|2020-05-29|458.0|0|38.0|0|0.0|0
0|2020-05-30|458.0|0|38.0|0|0.0|0
