|dates|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|51.0|0|4.0|0|0.0|0
0|2020-05-18|52.0|0|4.0|0|0.0|0
0|2020-05-19|53.0|0|4.0|0|0.0|0
0|2020-05-20|56.0|0|4.0|0|0.0|0
0|2020-05-21|57.0|0|4.0|0|0.0|0
0|2020-05-22|60.0|0|4.0|0|0.0|0
0|2020-05-23|60.0|0|4.0|0|0.0|0
