|dates|Routt_Colorado_UnitedStates.JHU_ConfirmedCases.data|Routt_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Routt_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Routt_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Routt_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Routt_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|59.0|0|6.0|0|0.0|0
0|2020-05-18|60.0|0|6.0|0|0.0|0
0|2020-05-19|59.0|0|6.0|0|0.0|0
0|2020-05-20|59.0|0|6.0|0|0.0|0
0|2020-05-21|59.0|0|6.0|0|0.0|0
0|2020-05-22|59.0|0|6.0|0|0.0|0
0|2020-05-23|59.0|0|6.0|0|0.0|0
