|dates|Potter_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Potter_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Potter_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Potter_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Potter_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Potter_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4.0|0|0.0|0|0.0|0
0|2020-05-28|4.0|0|0.0|0|0.0|0
0|2020-05-29|4.0|0|0.0|0|0.0|0
0|2020-05-30|4.0|0|0.0|0|0.0|0
