|dates|Graves_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Graves_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Graves_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Graves_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Graves_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Graves_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|152.0|0|18.0|0|0.0|0
0|2020-05-18|154.0|0|18.0|0|0.0|0
0|2020-05-19|154.0|0|18.0|0|0.0|0
0|2020-05-20|152.0|0|19.0|0|0.0|0
0|2020-05-21|152.0|0|19.0|0|0.0|0
0|2020-05-22|152.0|0|19.0|0|0.0|0
0|2020-05-23|152.0|0|19.0|0|0.0|0
