|dates|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Rutherford_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|998.0|0|22.0|0|0.0|0
0|2020-05-25|1029.0|0|22.0|0|0.0|0
0|2020-05-26|1029.0|0|22.0|0|0.0|0
