|dates|Monroe_Georgia_UnitedStates.JHU_ConfirmedCases.data|Monroe_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|95.0|0|6.0|0|0.0|0
0|2020-05-18|95.0|0|7.0|0|0.0|0
0|2020-05-19|102.0|0|7.0|0|0.0|0
0|2020-05-20|108.0|0|7.0|0|0.0|0
0|2020-05-21|113.0|0|8.0|0|0.0|0
0|2020-05-22|114.0|0|8.0|0|0.0|0
0|2020-05-23|114.0|0|8.0|0|0.0|0
