|dates|Chatham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Chatham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Chatham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Chatham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Chatham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Chatham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|507.0|0|24.0|0|0.0|0
0|2020-05-18|512.0|0|24.0|0|0.0|0
0|2020-05-19|512.0|0|24.0|0|0.0|0
0|2020-05-20|543.0|0|25.0|0|0.0|0
0|2020-05-21|543.0|0|25.0|0|0.0|0
0|2020-05-22|564.0|0|26.0|0|0.0|0
0|2020-05-23|564.0|0|26.0|0|0.0|0
