|dates|Hernando_Florida_UnitedStates.JHU_ConfirmedCases.data|Hernando_Florida_UnitedStates.JHU_ConfirmedCases.missing|Hernando_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Hernando_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Hernando_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Hernando_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|109.0|0|5.0|0|0.0|0
0|2020-05-18|110.0|0|5.0|0|0.0|0
0|2020-05-19|109.0|0|5.0|0|0.0|0
0|2020-05-20|107.0|0|5.0|0|0.0|0
0|2020-05-21|108.0|0|5.0|0|0.0|0
0|2020-05-22|110.0|0|5.0|0|0.0|0
0|2020-05-23|110.0|0|5.0|0|0.0|0
