|dates|Will_Illinois_UnitedStates.JHU_ConfirmedCases.data|Will_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Will_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Will_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Will_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Will_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|5279.0|0|264.0|0|0.0|0
0|2020-05-28|5279.0|0|264.0|0|0.0|0
0|2020-05-29|5279.0|0|264.0|0|0.0|0
0|2020-05-30|5279.0|0|264.0|0|0.0|0
