|dates|Noxubee_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Noxubee_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Noxubee_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Noxubee_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Noxubee_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Noxubee_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|134.0|0|3.0|0|0.0|0
0|2020-05-18|140.0|0|3.0|0|0.0|0
0|2020-05-19|145.0|0|4.0|0|0.0|0
0|2020-05-20|145.0|0|4.0|0|0.0|0
0|2020-05-21|148.0|0|4.0|0|0.0|0
0|2020-05-22|152.0|0|4.0|0|0.0|0
0|2020-05-23|152.0|0|4.0|0|0.0|0
