|dates|Pickens_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Pickens_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Pickens_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Pickens_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Pickens_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Pickens_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|120.0|0|3.0|0|0.0|0
0|2020-05-25|124.0|0|3.0|0|0.0|0
0|2020-05-26|124.0|0|3.0|0|0.0|0
