|dates|Hancock_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Hancock_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|0.0|0|0.0|0|0.0|0
0|2020-05-18|0.0|0|0.0|0|0.0|0
0|2020-05-19|1.0|0|0.0|0|0.0|0
0|2020-05-20|1.0|0|0.0|0|0.0|0
0|2020-05-21|1.0|0|0.0|0|0.0|0
0|2020-05-22|1.0|0|0.0|0|0.0|0
0|2020-05-23|1.0|0|0.0|0|0.0|0
