|dates|Marion_Oregon_UnitedStates.JHU_ConfirmedCases.data|Marion_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Marion_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|779.0|0|23.0|0|0.0|0
0|2020-05-15|797.0|0|23.0|0|0.0|0
0|2020-05-16|797.0|0|23.0|0|0.0|0
