|dates|Washington_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Washington_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Washington_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|356.0|0|29.0|0|0.0|0
0|2020-05-15|357.0|0|31.0|0|0.0|0
0|2020-05-16|357.0|0|31.0|0|0.0|0
