|dates|Franklin_Ohio_UnitedStates.JHU_ConfirmedCases.data|Franklin_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|5486.0|0|243.0|0|0.0|0
0|2020-05-28|5486.0|0|243.0|0|0.0|0
0|2020-05-29|5486.0|0|243.0|0|0.0|0
0|2020-05-30|5486.0|0|243.0|0|0.0|0
