|dates|Brooks_Georgia_UnitedStates.JHU_ConfirmedCases.data|Brooks_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Brooks_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Brooks_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Brooks_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Brooks_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|68.0|0|9.0|0|0.0|0
0|2020-05-28|68.0|0|9.0|0|0.0|0
0|2020-05-29|68.0|0|9.0|0|0.0|0
0|2020-05-30|68.0|0|9.0|0|0.0|0
