|dates|Cleveland_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Cleveland_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Cleveland_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Cleveland_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Cleveland_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Cleveland_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|468.0|0|36.0|0|0.0|0
0|2020-05-18|468.0|0|36.0|0|0.0|0
0|2020-05-19|470.0|0|36.0|0|0.0|0
0|2020-05-20|472.0|0|37.0|0|0.0|0
0|2020-05-21|482.0|0|37.0|0|0.0|0
0|2020-05-22|481.0|0|37.0|0|0.0|0
0|2020-05-23|481.0|0|37.0|0|0.0|0
