|dates|Paulding_Georgia_UnitedStates.JHU_ConfirmedCases.data|Paulding_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Paulding_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Paulding_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Paulding_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Paulding_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|241.0|0|10.0|0|0.0|0
0|2020-05-18|241.0|0|10.0|0|0.0|0
0|2020-05-19|247.0|0|10.0|0|0.0|0
0|2020-05-20|261.0|0|10.0|0|0.0|0
0|2020-05-21|264.0|0|11.0|0|0.0|0
0|2020-05-22|273.0|0|11.0|0|0.0|0
0|2020-05-23|273.0|0|11.0|0|0.0|0
