|dates|Essex_NewYork_UnitedStates.JHU_ConfirmedCases.data|Essex_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Essex_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Essex_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Essex_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Essex_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|33.0|0|0.0|0|0.0|0
0|2020-05-18|33.0|0|0.0|0|0.0|0
0|2020-05-19|34.0|0|0.0|0|0.0|0
0|2020-05-20|34.0|0|0.0|0|0.0|0
0|2020-05-21|36.0|0|0.0|0|0.0|0
0|2020-05-22|36.0|0|0.0|0|0.0|0
0|2020-05-23|36.0|0|0.0|0|0.0|0
