|dates|Itawamba_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Itawamba_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Itawamba_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Itawamba_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Itawamba_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Itawamba_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|78.0|0|7.0|0|0.0|0
0|2020-05-18|79.0|0|7.0|0|0.0|0
0|2020-05-19|79.0|0|7.0|0|0.0|0
0|2020-05-20|81.0|0|7.0|0|0.0|0
0|2020-05-21|80.0|0|7.0|0|0.0|0
0|2020-05-22|81.0|0|7.0|0|0.0|0
0|2020-05-23|81.0|0|7.0|0|0.0|0
