|dates|Cherokee_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|29.0|0|1.0|0|0.0|0
0|2020-05-18|29.0|0|1.0|0|0.0|0
0|2020-05-19|29.0|0|1.0|0|0.0|0
0|2020-05-20|29.0|0|1.0|0|0.0|0
0|2020-05-21|28.0|0|1.0|0|0.0|0
0|2020-05-22|28.0|0|1.0|0|0.0|0
0|2020-05-23|28.0|0|1.0|0|0.0|0
