|dates|OutofCO_Colorado_UnitedStates.JHU_ConfirmedCases.data|OutofCO_Colorado_UnitedStates.JHU_ConfirmedCases.missing|OutofCO_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|OutofCO_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|OutofCO_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|OutofCO_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
