|dates|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedCases.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|707.0|0|42.0|0|0.0|0
0|2020-05-18|719.0|0|42.0|0|0.0|0
0|2020-05-19|739.0|0|44.0|0|0.0|0
0|2020-05-20|751.0|0|45.0|0|0.0|0
0|2020-05-21|762.0|0|45.0|0|0.0|0
0|2020-05-22|778.0|0|47.0|0|0.0|0
0|2020-05-23|778.0|0|47.0|0|0.0|0
