|dates|Woodford_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Woodford_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Woodford_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Woodford_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Woodford_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Woodford_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19.0|0|0.0|0|0.0|0
0|2020-05-18|19.0|0|0.0|0|0.0|0
0|2020-05-19|19.0|0|0.0|0|0.0|0
0|2020-05-20|19.0|0|0.0|0|0.0|0
0|2020-05-21|19.0|0|0.0|0|0.0|0
0|2020-05-22|25.0|0|0.0|0|0.0|0
0|2020-05-23|25.0|0|0.0|0|0.0|0
