|dates|Coffee_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Coffee_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Coffee_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Coffee_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Coffee_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Coffee_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|66.0|0|0.0|0|0.0|0
0|2020-05-28|66.0|0|0.0|0|0.0|0
0|2020-05-29|66.0|0|0.0|0|0.0|0
0|2020-05-30|66.0|0|0.0|0|0.0|0
