|dates|Dodge_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Dodge_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Dodge_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Dodge_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Dodge_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Dodge_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|43.0|0|0.0|0|0.0|0
0|2020-05-25|44.0|0|0.0|0|0.0|0
0|2020-05-26|44.0|0|0.0|0|0.0|0
