|dates|Franklin_Washington_UnitedStates.JHU_ConfirmedCases.data|Franklin_Washington_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|444.0|0|17.0|0|0.0|0
0|2020-05-18|456.0|0|17.0|0|0.0|0
0|2020-05-19|464.0|0|18.0|0|0.0|0
0|2020-05-20|466.0|0|18.0|0|0.0|0
0|2020-05-21|472.0|0|18.0|0|0.0|0
0|2020-05-22|480.0|0|18.0|0|0.0|0
0|2020-05-23|480.0|0|18.0|0|0.0|0
