|dates|Union_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Union_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Union_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Union_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|242.0|0|14.0|0|0.0|0
0|2020-05-18|243.0|0|14.0|0|0.0|0
0|2020-05-19|245.0|0|15.0|0|0.0|0
0|2020-05-20|245.0|0|14.0|0|0.0|0
0|2020-05-21|287.0|0|16.0|0|0.0|0
0|2020-05-22|287.0|0|16.0|0|0.0|0
0|2020-05-23|287.0|0|16.0|0|0.0|0
