|dates|Macon_Alabama_UnitedStates.JHU_ConfirmedCases.data|Macon_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Macon_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Macon_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|55.0|0|2.0|0|0.0|0
0|2020-05-18|55.0|0|2.0|0|0.0|0
0|2020-05-19|54.0|0|2.0|0|0.0|0
0|2020-05-20|58.0|0|2.0|0|0.0|0
0|2020-05-21|59.0|0|2.0|0|0.0|0
0|2020-05-22|58.0|0|2.0|0|0.0|0
0|2020-05-23|58.0|0|2.0|0|0.0|0
