|dates|Hamilton_Florida_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Florida_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|208.0|0|0.0|0|0.0|0
0|2020-05-28|208.0|0|0.0|0|0.0|0
0|2020-05-29|208.0|0|0.0|0|0.0|0
0|2020-05-30|208.0|0|0.0|0|0.0|0
