|dates|EastCarroll_Louisiana_UnitedStates.JHU_ConfirmedCases.data|EastCarroll_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|EastCarroll_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|EastCarroll_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|EastCarroll_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|EastCarroll_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|115.0|0|0.0|0|0.0|0
0|2020-05-28|115.0|0|0.0|0|0.0|0
0|2020-05-29|115.0|0|0.0|0|0.0|0
0|2020-05-30|115.0|0|0.0|0|0.0|0
