|dates|Mono_California_UnitedStates.JHU_ConfirmedCases.data|Mono_California_UnitedStates.JHU_ConfirmedCases.missing|Mono_California_UnitedStates.JHU_ConfirmedDeaths.data|Mono_California_UnitedStates.JHU_ConfirmedDeaths.missing|Mono_California_UnitedStates.JHU_ConfirmedRecoveries.data|Mono_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|34.0|0|1.0|0|0.0|0
0|2020-05-25|34.0|0|1.0|0|0.0|0
0|2020-05-26|34.0|0|1.0|0|0.0|0
