|dates|Sullivan_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Sullivan_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|60.0|0|2.0|0|0.0|0
0|2020-05-28|60.0|0|2.0|0|0.0|0
0|2020-05-29|60.0|0|2.0|0|0.0|0
0|2020-05-30|60.0|0|2.0|0|0.0|0
