|dates|Worth_Georgia_UnitedStates.JHU_ConfirmedCases.data|Worth_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Worth_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Worth_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Worth_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Worth_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|209.0|0|20.0|0|0.0|0
0|2020-05-28|209.0|0|20.0|0|0.0|0
0|2020-05-29|209.0|0|20.0|0|0.0|0
0|2020-05-30|209.0|0|20.0|0|0.0|0
